Reporting Period	Peer Group Description	Peer Group	UBPSE885	UBPSFB80	UBPSFB82	UBPSE880	UBPSE892	UBPSE886	UBPSE658	UBPSE883	UBPSE889	UBPSE891	UBPSFB78	UBPSD647	UBPSE894	UBPSE884	UBPSFB81	UBPSE392	UBPSE895	UBPSE881	UBPSD490	UBPSE893	UBPSD649	UBPSE882	UBPSFB83	UBPSD646	UBPSE663	UBPSD650	UBPSE887	UBPSE657	UBPSE888	UBPSE890	UBPSE632	UBPSFB79	UBPSD648	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Pennsylvania	PANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in South Dakota	SDNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Texas	TXNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Virginia	VANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in West Virginia	WVNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Wisconsin	WINDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	Bankers banks	301	0.4274	0.0000	0.0000	9.8497	75.2970	11.4800	25.8186	45.2183	8.4877	0.0000	24.8655	201.0026	0.0000	281.8893	0.0095	131.6542	0.0000	28.9714	40.3769	6.8172	246.2209	176.8725	0.0000	9.4093	0.7518	54.7619	43.8121	36.8941	13.7232	10.7921	3.4827	0.2013	44.6421	
3/31/2018 11:59:59 PM	Bankers banks	BKR	0.4274	0.0000	0.0000	9.8497	75.2970	11.4800	25.8186	45.2183	8.4877	0.0000	24.8655	201.0026	0.0000	281.8893	0.0095	131.6542	0.0000	28.9714	40.3769	6.8172	246.2209	176.8725	0.0000	9.4093	0.7518	54.7619	43.8121	36.8941	13.7232	10.7921	3.4827	0.2013	44.6421	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets between $1 billion and $3 billion	202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	392.6431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0141	0.0000	451.3615	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets greater than $ 3 billion	201	0.0024	0.0000	0.0000	0.0000	0.4697	0.0471	0.4391	0.0002	531.6810	6.3996	0.0905	0.1174	0.0000	0.4791	0.0000	0.0327	0.0775	0.0070	0.0000	0.0000	0.1176	0.0329	0.0000	0.0000	0.0010	0.0190	11.0669	0.0000	561.2962	0.0273	0.0000	0.3474	0.0189	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets less than $1 billion	203	0.0000	0.0000	0.0000	0.0087	0.4980	1.4514	0.0469	0.0000	368.6456	0.0000	0.0469	4.7966	0.0000	4.5716	0.0935	0.0319	0.2807	0.0000	4.4839	0.0228	4.7966	0.0319	0.0457	1.4055	0.0000	1.5035	46.9489	0.0000	368.9263	0.1051	4.4839	0.0000	1.5035	
3/31/2018 11:59:59 PM	Denovo banks opened in 2015 having assets less than $750 million	2015	0.0000	0.0000	0.0000	0.0000	0.0073	0.0000	28.1574	59.1129	0.0000	0.0000	28.1574	287.1594	0.0000	374.4298	0.0000	151.7760	0.0000	62.2842	73.0992	0.0000	346.2724	210.8889	0.0000	15.3718	0.0000	72.8168	102.1955	58.2073	0.0000	0.0000	14.8918	0.0000	60.3861	
3/31/2018 11:59:59 PM	Denovo banks opened in 2017 having assets less than $750 million	2017	0.0000	0.0000	0.0000	0.0000	8.5687	0.0022	57.1913	97.2768	0.0000	0.0000	42.5114	111.4458	0.0000	251.9569	0.0415	70.9031	13.9570	10.3156	16.2699	0.0000	208.7226	168.1800	0.0000	5.1394	10.3938	56.8904	113.0808	15.7815	0.4337	0.0000	0.4883	4.2861	30.0062	
3/31/2018 11:59:59 PM	Denovo banks opened in 2018 having assets less than $750 million	2018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6530	0.0000	0.0000	0.0000	0.6530	0.0000	0.0000	0.6530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $1 billion and $3 billion	4	0.0095	10.5145	0.1439	15.7186	2.9084	7.5711	145.9988	91.8819	0.3282	0.6568	116.7559	219.9378	0.0499	497.1518	4.7733	128.2660	1.3622	31.1689	49.6135	0.9220	316.5429	224.0011	0.8033	7.5249	20.8961	47.7268	98.5407	35.2864	21.9531	7.4775	12.0941	4.0736	33.1854	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $10 billion and $100 billion	2	0.0543	5.0262	0.0004	4.7614	21.0823	2.5819	159.8122	62.7200	1.8676	1.3992	127.2797	186.3925	0.0100	433.7916	10.7456	102.3342	2.8948	30.4945	40.7766	4.8916	253.4483	167.2006	4.4689	5.9581	24.7587	37.2063	129.8929	31.7080	39.9248	12.1947	8.1320	3.0154	27.4125	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	8	0.1715	0.0000	0.0000	16.0570	0.8324	7.9516	137.3010	96.6386	0.0268	0.0000	113.2689	173.8139	0.0000	447.2770	3.0851	96.2599	0.2983	23.0265	42.8160	0.1459	274.4208	195.6271	0.0000	7.5727	15.1033	47.8839	74.6076	22.4352	10.7378	0.8693	16.3283	4.1222	30.0561	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	9	0.1871	0.0000	0.0000	68.8359	0.6637	52.9374	110.3809	44.8085	0.1627	0.0000	100.1905	70.5564	0.0000	315.4683	9.9858	36.0171	0.2476	7.0356	18.4796	0.2401	121.6364	88.8563	0.0000	3.8237	4.8599	25.2581	59.8836	10.6520	23.7297	2.7340	6.7431	2.7790	14.4959	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and located in a metropolitan statistical area	6	0.2535	0.0000	0.0000	32.5058	0.6966	16.2642	176.2004	95.4386	0.1598	0.0000	151.5056	159.4989	0.0000	486.1531	6.0866	83.9718	0.2501	18.6145	47.4200	0.1734	260.0328	183.6605	0.0000	7.7365	15.0367	42.1913	72.2642	25.3097	17.1963	2.3588	18.4398	5.5099	25.8385	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	7	0.1545	0.0000	0.0000	78.2357	0.5991	52.5623	153.6855	62.8013	0.1461	0.0000	139.4442	93.0482	0.0000	406.5143	11.6931	52.5735	0.1330	8.6462	24.7848	0.3433	158.3813	118.3359	0.4386	4.2347	7.8284	27.6606	67.0979	13.4744	27.2841	3.5752	9.0105	3.3655	16.1483	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $3 billion and $10 billion	3	0.0109	0.0000	0.0346	6.9562	8.3804	4.1959	135.5534	70.0798	0.2286	0.8686	106.5858	237.9852	0.0000	469.5991	7.7690	134.5279	1.8104	42.0861	44.1879	2.4511	314.1105	208.8243	2.4147	6.6054	21.4226	47.5238	107.0667	31.3579	21.1641	6.9675	9.3773	3.0437	35.6842	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $300 million and $1 billion	5	0.0000	1.6454	0.0238	30.7211	1.4370	16.0656	153.5460	93.5260	0.2441	0.2088	128.0305	179.3214	0.0000	481.7950	5.2407	101.9721	0.6284	22.4089	45.2741	0.2498	277.5874	199.0896	0.2132	7.2164	16.0196	44.2617	80.7010	29.9414	17.3356	3.5672	13.3836	4.4096	28.4854	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	12	0.0926	0.0000	0.0000	32.8056	0.2480	20.7619	159.8861	60.1344	0.0070	0.0000	138.9386	103.4183	0.0000	386.7173	9.5702	48.9801	0.0252	10.6660	27.0925	0.0613	171.7152	118.3735	0.0000	5.0506	10.1335	32.0499	59.2667	11.7049	23.5401	1.0231	13.8764	4.6679	19.0875	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	13	0.0676	0.0000	0.0000	72.5616	0.4376	69.0273	109.6285	29.1528	0.0202	0.0000	102.3070	48.4871	0.0000	281.6613	11.1000	27.3908	0.0141	3.6809	10.2783	0.1592	82.1098	62.8754	0.0000	2.1053	2.4639	18.0852	54.2660	5.6503	27.5474	2.0897	3.8163	2.2318	10.6810	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and located in a metropolitan statistical area	10	0.0000	0.0000	0.0000	52.4543	0.5583	36.5124	189.9601	68.1704	0.3142	0.0000	173.5858	91.6552	0.0000	420.8259	10.3421	44.7713	0.0278	8.8236	26.6368	0.1628	165.7037	121.3200	0.0000	4.4741	8.6642	29.1327	57.9116	12.0693	28.5394	2.3050	12.9727	4.4334	16.0060	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	11	0.1212	0.0000	0.0000	89.6600	0.5384	64.4752	149.1996	48.1303	0.1314	0.0000	138.8552	60.7593	0.0000	368.6381	15.1901	34.8990	0.0147	4.1771	14.9592	0.3437	113.1367	89.5813	0.0000	2.5956	4.3803	19.6317	69.2441	7.1593	34.3717	2.9054	6.9961	2.8975	10.3012	
3/31/2018 11:59:59 PM	Insured commercial banks having assets greater than $100 billion	1	2.3957	0.4875	0.1074	0.6493	55.5948	0.6793	118.5579	18.5520	12.5331	9.6596	88.5818	65.4963	0.2844	197.7362	35.8831	30.1780	10.6364	11.0321	12.3679	9.5030	85.1645	49.8458	8.6556	2.3378	24.1850	16.4527	134.6511	10.7248	76.3004	11.1983	1.5746	1.9182	13.0225	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and located in a metropolitan statistical area	16	4.0085	0.0000	0.0000	45.2476	0.2028	46.9413	102.0290	22.5460	0.0102	0.0000	94.4261	36.5095	0.0000	229.9886	11.1806	21.6865	0.2607	3.3341	7.4373	0.1830	62.3016	46.3187	0.0000	1.7977	1.9415	16.0610	44.7108	3.3548	24.6729	1.2747	2.6566	2.1305	9.5979	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and not located in a metropolitan statistical area	17	0.0731	0.0000	0.0000	69.6530	0.3475	78.9726	91.0429	19.0316	0.0024	0.0000	87.4136	28.1991	0.0000	230.1565	15.3715	15.1292	1.5316	1.4050	6.8514	0.0792	51.7596	39.2244	0.0000	1.5175	0.6799	12.1140	54.7854	3.2013	36.0903	0.9627	2.7325	1.0154	6.5800	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 2 or more full service banking offices and located in a metropolitan statistical area	14	0.0000	0.0000	0.0000	60.4599	0.1940	48.1123	175.8755	44.1447	0.0830	0.0000	161.2834	71.9924	0.0000	380.0131	18.2940	45.2885	1.7171	2.3454	16.7454	0.1947	121.8931	91.5856	0.0000	2.7491	6.9755	21.3957	62.4168	7.1947	36.1060	0.9172	9.5507	5.5890	12.1263	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 2 or more full service banking offices and not located in a metropolitan statistical area	15	0.0208	0.0000	0.0000	88.7411	0.6127	81.4444	127.8406	32.8661	0.1140	0.0000	122.7772	51.1818	0.0000	322.2724	18.5638	29.4379	0.0297	3.2309	10.4207	1.7146	91.4127	68.8127	0.0000	1.7297	0.9619	15.9350	73.6199	3.9167	36.2929	1.8116	5.3624	1.7779	9.0838	
3/31/2018 11:59:59 PM	Insured savings banks having assets between $100 million and $300 million	103	0.0000	0.0000	0.0000	6.9306	0.1624	1.2617	334.7753	39.0744	0.0052	0.0599	303.6936	91.2611	0.0000	494.9828	4.6741	39.3374	0.0451	18.4723	21.7706	0.0038	138.0679	86.4671	0.0000	3.8730	17.6607	24.4036	20.0491	10.1661	14.4304	0.1738	10.3948	6.5415	16.1697	
3/31/2018 11:59:59 PM	Insured savings banks having assets between $300 million and $1 billion	102	0.0378	0.0000	0.0470	1.7039	0.3344	0.4685	324.8311	49.4116	0.0386	0.0000	290.9604	135.5351	0.0000	537.3096	1.3874	64.1416	0.1928	26.8054	28.1200	0.0091	192.8360	122.3430	0.0797	4.6536	22.9549	31.2084	29.9289	15.4447	6.8291	1.1143	11.6005	4.9861	22.2066	
3/31/2018 11:59:59 PM	Insured savings banks having assets greater than $1 billion	101	0.0039	0.0000	0.2969	0.3292	2.2260	0.2640	268.2436	36.9902	0.2679	0.0000	234.2461	181.0938	0.0000	525.1991	5.2612	88.5737	0.7816	51.5145	28.2768	0.6187	223.2101	128.6594	0.3243	4.3413	22.4804	36.1409	43.2287	17.8360	23.1537	1.5607	8.6173	6.0007	29.3746	
3/31/2018 11:59:59 PM	Insured savings banks having assets less than $100 million	104	0.0000	0.0000	0.0000	5.6676	0.0656	0.6288	315.6364	15.0259	0.0499	0.0000	294.7435	35.1737	0.0000	389.4269	4.0211	11.6148	0.0205	7.3372	11.1244	0.2980	52.6178	28.4063	0.0000	2.4951	9.5958	12.9671	7.7906	4.4848	10.1027	0.0007	5.5960	3.9845	8.8408	
3/31/2018 11:59:59 PM	Mutually-owned insured savings banks having assets between $100 million and $300 million	103M	0.0000	0.0000	0.0000	6.2898	0.1229	0.5455	338.8656	30.8023	0.0115	0.0000	306.3309	72.0726	0.0000	466.6996	4.8537	31.8423	0.0757	13.2756	18.5934	0.0000	108.7627	67.3434	0.0000	3.5591	19.2868	20.6590	14.2923	8.2972	12.3932	0.1091	8.8020	6.7059	13.4553	
3/31/2018 11:59:59 PM	Mutually-owned insured savings banks having assets between $300 million and $1 billion	102M	0.0047	0.0000	0.0000	1.1066	0.2243	0.1730	348.8877	45.7196	0.0131	0.0000	315.6731	110.2827	0.0000	526.6453	1.4680	56.1395	0.0843	19.8814	23.8767	0.3887	160.9134	108.5357	0.0000	3.9558	25.2308	26.8975	24.4916	11.5343	5.5735	0.5515	10.8019	5.8106	18.7349	
3/31/2018 11:59:59 PM	Mutually-owned insured savings banks having assets greater than $1 billion	101M	0.0000	0.0000	0.0000	0.0919	1.0199	0.0746	300.2840	41.1080	0.2218	0.0000	259.6476	177.6436	0.0000	524.9920	2.7869	95.0577	2.0768	42.1313	30.1224	0.1122	223.7088	140.3107	0.0755	4.7879	28.3329	35.8337	41.7323	19.8423	22.1348	2.3499	8.8961	7.1939	28.5954	
3/31/2018 11:59:59 PM	Mutually-owned insured savings banks having assets less than $100 million	104M	0.0000	0.0000	0.0000	6.7076	0.0154	0.7300	359.0567	12.9288	0.0722	0.0000	342.5217	30.3150	0.0000	427.1701	3.8744	9.1413	0.0453	6.3831	10.2987	0.1611	48.8353	24.3983	0.0000	2.3594	7.9645	11.0168	6.2179	3.9422	9.6335	0.0031	5.3479	4.2006	7.1893	
3/31/2018 11:59:59 PM	Stock-owned insured savigns banks having assets greater than $1 billion	101S	0.0174	0.0000	0.3949	0.5170	3.5107	0.3915	251.6722	34.9068	1.2362	0.0000	220.4986	184.4972	0.0000	517.9188	6.1737	86.0858	0.7396	56.5519	27.1986	0.8112	224.9308	124.5319	0.4186	4.1054	19.8908	34.2093	43.4126	16.8232	26.3966	1.2315	8.4008	5.5505	28.0408	
3/31/2018 11:59:59 PM	Stock-owned insured savings banks having assets between $100 million and $300 million	103S	0.0000	0.0000	0.0000	8.1882	0.2049	2.1959	328.5826	47.5741	0.0002	0.1170	299.3222	110.4983	0.0000	517.5807	4.6221	47.5968	0.0245	23.8359	25.1502	0.0074	165.3691	104.6600	0.0000	4.2370	16.1748	28.1312	26.0862	12.0450	18.0933	0.2352	12.1268	6.3854	18.8109	
3/31/2018 11:59:59 PM	Stock-owned insured savings banks having assets between $300 million and $1 billion	102S	0.0758	0.0000	0.0000	2.9106	0.7015	1.1227	297.6612	54.8859	0.1262	0.0000	264.1967	168.6854	0.0000	549.3950	1.7210	75.1824	0.7167	37.1014	35.2806	0.0998	232.1445	139.0346	0.1408	5.7469	22.5325	36.6429	37.7019	21.0944	10.0737	2.1251	13.1171	4.5215	26.7884	
3/31/2018 11:59:59 PM	Stock-owned insured savings banks having assets less than $100 million	104S	0.0000	0.0000	0.0000	3.6937	0.2079	0.4301	254.9964	21.7511	0.0000	0.0000	221.4473	46.4015	0.0000	344.6888	4.3494	18.1731	0.4244	9.4736	13.0412	0.6061	68.1526	39.9242	0.0000	3.1519	15.0456	19.2729	12.0401	5.8563	11.6747	0.0615	6.2684	3.6134	12.8494	
3/31/2018 11:59:59 PM	Trust Assets between $1 billion and $10 billion 	TRST303	0.0137	2.6205	0.0000	9.2496	7.3210	5.0989	120.0735	53.7999	0.6432	0.9352	92.1796	138.5640	0.0454	336.6512	11.8491	81.1412	1.4700	20.6013	29.3735	2.0110	196.0493	137.9728	2.8565	5.5237	21.0811	38.5895	84.1730	22.3594	30.1156	8.0884	6.0013	3.7159	27.3711	
3/31/2018 11:59:59 PM	Trust Assets between $10 billion and $100 billion 	TRST302	0.2871	0.5274	0.0292	0.7720	14.9068	0.5583	80.2332	22.5300	3.2490	0.2905	61.5266	61.7679	0.0477	174.8324	6.4501	31.5861	3.0974	9.1153	13.6556	4.7636	87.6431	54.1162	9.2060	3.8155	15.9772	24.0546	80.1286	11.2859	25.7847	4.3916	1.8372	1.4538	17.2580	
3/31/2018 11:59:59 PM	Trust Assets between $250 million and $1 billion	TRST304	0.2936	0.6650	0.0695	15.9135	3.0763	8.6855	139.2735	75.8016	0.3345	0.3173	109.7097	167.3603	0.1498	420.3851	6.4437	98.9998	0.9496	23.9738	37.0222	0.7027	248.9905	180.3944	1.0646	6.6849	22.7435	45.2055	79.2901	26.6760	16.9697	5.8805	9.4744	4.1143	30.4805	
3/31/2018 11:59:59 PM	Trust Assets in excess of $100 billion	TRST301	2.7300	3.4197	1.1631	0.7610	45.6240	0.5835	78.7347	9.5874	9.9224	12.4327	61.5046	38.0585	0.5531	137.7248	9.5812	16.9587	5.8340	6.2665	8.2486	4.9118	49.6095	28.5097	5.8385	2.5802	13.3254	15.9961	74.4799	7.4217	36.4548	6.2786	0.8269	1.0800	13.0595	
3/31/2018 11:59:59 PM	Trust Assets less than $250 million 	TRST305	0.0000	0.0000	0.0048	28.9735	1.2277	17.7628	115.7819	63.3160	0.1039	0.0000	105.9719	78.3062	0.0000	296.6929	7.1537	44.9291	0.2854	10.2156	17.9838	0.8015	142.7838	108.8505	1.7888	3.6796	7.5105	32.8634	57.7964	10.6401	15.5397	1.3184	6.8497	1.8660	17.4055	
6/30/2018 11:59:59 PM	All Bankers Banks in California	CABKR	0.0000	0.0000	0.0000	6.9912	0.0000	0.0000	2.0686	22.8336	0.0000	0.0000	1.2732	313.2651	0.0000	345.1587	0.0000	223.6649	0.0000	69.8689	19.7312	0.0000	336.0988	246.4986	0.0000	4.8531	0.7954	82.6669	61.6198	19.7312	0.0000	0.0000	0.0000	0.0000	77.0507	
6/30/2018 11:59:59 PM	All Bankers Banks in Colorado	COBKR	5.4649	0.0000	0.0000	32.3177	44.2061	50.3560	8.9502	20.6945	0.4447	0.0000	8.9502	218.3849	0.0000	280.3474	0.0000	139.0857	0.0000	0.0000	79.2991	5.9348	239.0794	159.7803	0.0000	16.7754	0.0000	50.5765	85.9544	75.3523	0.4447	0.0000	3.9467	0.0000	46.1986	
6/30/2018 11:59:59 PM	All Bankers Banks in Kansas	KSBKR	0.0000	0.0000	0.0000	17.7210	62.8755	9.0873	23.6292	43.9185	72.2307	0.0000	23.6292	122.8647	0.0000	208.1335	0.0000	63.9042	0.0000	22.4968	36.4636	11.1877	166.7833	107.8228	0.0000	7.9061	0.0000	36.1623	87.0869	24.6901	72.2807	10.5554	11.7735	0.0000	26.6398	
