Reporting Period	Peer Group Description	Peer Group	UBPSE015	UBPSE008	UBPSE029	UBPS7414	UBPSE023	UBPSD486	UBPSE012	UBPSE018	UBPSE024	UBPSE013	UBPSE019	UBPSE541	UBPSE027	UBPS7408	UBPSE010	UBPSK447	UBPSE007	UBPSE016	UBPSE021	UBPSE542	UBPSE003	UBPSE006	UBPSE022	UBPSE028	UBPSE011	UBPS7316	UBPSE002	UBPSE014	UBPSJ248	UBPSE005	UBPSE020	UBPSE017	UBPS7402	UBPSE004	UBPSE025	UBPSJA35	UBPSE009	UBPSE001	UBPSE026	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	80.1507	-0.0008	-26.2579	3.5374	1.3819	10.5257	1.0375	3.8240	72.3927	1.1764	-0.4972	3.0202	2.8281	4.3261	1.1764	4.1667	1.2984	4.4495	48.0000	0.5171	3.6496	-0.0504	1.3819	-12.7296	1.4803	0.4760	0.5901	95.2513	0.0000	2.9847	218.0000	0.6254	20.3097	0.5831	7.0321	0.0000	1.2975	4.2398	9.5072	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	75.7551	-0.0017	-21.7220	0.3687	2.0844	9.3606	-0.1201	3.5713	59.2803	-0.1201	0.0122	0.0000	4.7365	-18.1552	-0.1201	-23.1944	0.0802	3.7037	40.4435	0.3687	3.3756	-0.6567	2.0846	-23.4269	-0.7860	-5.3453	0.1253	94.5906	0.0000	4.3150	45.7741	0.1324	0.0000	0.3629	-42.6559	0.0000	0.0784	3.5009	3.1560	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	77.7098	-0.0098	42.4263	0.8606	0.8362	14.2297	0.5963	3.0556	65.9571	0.6075	0.0477	0.0965	4.5809	3.7745	0.6074	1.5702	0.8056	3.8121	27.4499	0.7090	2.8874	0.0688	0.8373	7.0613	0.6459	1.5483	0.7153	95.0069	0.0000	2.4376	65.3547	0.7524	1.2417	0.3588	3.9359	0.0052	0.7964	3.6224	5.5624	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	77.7245	0.0034	588.9717	0.7356	0.8933	13.1956	0.4097	3.5997	75.5666	0.4360	0.0800	0.0022	16.3405	4.8590	0.4360	13.2888	0.5203	4.5736	206.7516	0.7333	3.4354	0.2283	0.9058	-29.4251	0.5943	9.8454	0.9285	95.1710	0.0000	3.7370	333.0421	0.9739	0.0000	1.0503	3.5676	0.0000	0.5237	4.3640	27.1562	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	72.5219	-0.0047	18.8646	1.6285	1.7876	19.4991	0.6029	3.5323	59.9415	0.6029	0.3469	0.0000	4.1893	2.8816	0.6029	-11.4098	0.7312	4.0374	41.5584	1.6285	3.2436	0.0021	1.7876	-21.2239	0.5015	-0.2745	0.4654	92.1251	0.0000	2.8463	126.6910	0.5051	7.2004	0.3361	3.4255	0.0000	0.7265	3.7090	6.7711	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	69.6646	0.0272	243.4672	0.7413	2.5839	11.9891	1.7890	5.2242	67.5300	1.9093	1.8378	0.0927	12.3049	8.0379	1.9093	15.3685	2.3280	5.9225	19.3113	0.6485	5.0395	1.5438	2.5839	11.5322	2.0566	3.8253	0.6689	95.5790	0.0000	4.1539	122.1912	0.6983	32.2895	2.9863	11.4637	0.0000	2.3553	5.7085	7.9060	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	73.0518	0.0000	60.9017	0.8934	1.0576	18.3256	0.6503	3.3559	58.7462	0.6670	0.0244	0.5713	8.7515	7.5512	0.6670	-14.2330	0.8841	3.8679	584.7777	0.3221	3.1513	0.0160	1.0585	16.2044	0.6709	6.0952	0.4831	94.0333	0.0000	2.6336	964.1333	0.5120	15.7648	0.3824	2.8098	0.0000	0.8841	3.6345	4.0738	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	72.0223	0.0010	60.7019	1.7017	0.9755	11.5161	0.9860	3.9844	67.8845	1.0722	0.1240	0.0941	9.4208	10.0657	1.0722	4.5542	1.2582	4.6456	34.7403	1.6075	3.7422	0.0557	0.9983	1.2318	1.0296	7.8646	0.6302	94.8415	0.0000	3.2767	58.0661	0.6694	4.9131	0.8652	8.6968	-0.0027	1.2584	4.3679	8.6099	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	84.3463	0.0000	6.3160	0.6129	1.7847	10.8090	4.2080	5.8454	76.5661	4.2080	1.8840	0.4235	11.9805	0.5367	4.2080	-6.2663	5.4506	7.1561	0.9691	0.1893	5.7815	2.0137	1.7847	-9.5846	4.7788	7.5922	1.2963	98.9062	0.0000	14.2083	5.1728	1.3107	107.8724	15.8943	-2.9738	-0.0030	5.4506	7.0779	4.2388	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	73.1978	0.1129	-12.0551	0.7499	0.9711	10.3903	0.4248	3.4772	75.6028	0.4248	0.0247	0.0689	4.6792	3.9223	0.4248	13.1491	0.3780	3.9851	24.4426	0.6809	3.2094	0.0837	0.9770	-13.4209	0.4823	1.7405	0.4735	92.4467	0.0000	3.4737	21.7253	0.5079	0.0000	0.7259	3.9869	0.0000	0.4909	3.6830	5.7457	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	84.4518	0.0296	59.6253	6.2130	1.0691	17.9881	0.8700	2.6600	25.6800	0.8700	-0.2544	0.0000	41.8787	194.7323	0.8700	43.7526	1.1241	2.9839	44.3750	6.2130	2.5667	-0.0678	1.0691	8.9098	0.8097	70.8558	0.3065	96.7688	0.0000	1.5634	5424.5000	0.3238	0.0000	0.0533	7.9237	-0.0008	1.1538	2.8733	16.9984	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	75.3854	0.0122	62.4904	0.4257	1.1272	13.5873	1.0245	3.7987	73.1825	1.0532	0.0003	0.0523	12.0184	9.7309	1.0532	2.2763	1.2850	4.4071	55.4612	0.3734	3.5948	0.0553	1.1361	-8.6435	1.1091	7.1821	0.5778	94.6164	0.0000	2.8474	111.3008	0.6083	6.6129	0.5930	7.1750	0.0000	1.2972	4.1726	5.0260	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	83.0164	0.0000	130.2555	0.5178	0.6732	14.3815	0.7987	3.3045	69.0806	0.7987	0.0433	0.0391	9.2661	5.0130	0.7987	-5.2028	1.0237	3.9815	14.6815	0.4786	3.2128	0.0600	0.6732	12.6595	0.8346	0.3778	0.6568	97.3341	0.0000	2.2886	29.3764	0.6769	0.0000	0.1595	5.5918	0.0000	1.0237	3.8697	3.5916	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	75.0204	0.0017	32.7265	0.8548	0.9007	14.1610	0.5420	3.3519	66.5393	0.5420	0.0605	0.0175	4.6088	7.0584	0.5420	8.8853	0.7105	4.0304	61.4418	0.7935	3.0519	0.0652	0.9059	12.2966	0.5263	3.7542	0.6200	91.4935	0.0000	7.2488	91.9050	0.6971	12.5951	4.7447	1.2427	0.0000	0.7128	3.6268	10.2919	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	77.2692	0.0000	26.0777	2.3731	1.6570	12.8064	0.5800	3.2977	52.5454	0.5800	0.1787	0.1470	9.6107	4.0459	0.5800	-12.5770	0.7362	3.7482	9.2979	2.2261	3.2032	0.2324	1.6634	18.9488	0.7117	6.6090	0.4414	97.0545	0.0000	3.2906	9.4047	0.4505	0.0000	1.0561	4.4423	0.0000	0.7362	3.6446	12.4170	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	0.0000	-0.0050	0.0000	0.0000	0.0000	90.3758	13.8651	1.5701	0.0000	14.4268	0.0000	0.0000	0.0000	6.9332	14.4005	-3056.8491	18.0609	1.7416	0.0000	0.0000	0.9235	0.0000	0.0000	6.4684	14.4005	5.6336	0.0002	63.9404	0.0000	64.0614	0.0000	0.0005	23.6303	83.0233	11.7113	0.0000	18.0337	0.9455	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	0.0000	-0.0050	0.0000	0.0000	0.0000	90.3758	13.8651	1.5701	0.0000	14.4268	0.0000	0.0000	0.0000	6.9332	14.4005	-3056.8491	18.0609	1.7416	0.0000	0.0000	0.9235	0.0000	0.0000	6.4684	14.4005	5.6336	0.0002	63.9404	0.0000	64.0614	0.0000	0.0005	23.6303	83.0233	11.7113	0.0000	18.0337	0.9455	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	0.0000	0.0000	0.0000	0.0000	0.0000	87.6984	7.9177	1.1220	0.0000	8.2535	0.0000	0.0000	0.0000	-1.5383	8.2535	-1057.3708	10.2102	1.1220	0.0000	0.0000	0.6963	0.0000	0.0000	8.6275	8.2535	5.1715	0.0000	54.7032	0.0000	25.7068	0.0000	0.0000	45.1854	35.2206	2.6204	0.0000	10.2102	0.6963	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	0.0000	0.0000	0.0000	0.0000	0.0000	90.7763	18.5076	2.1388	0.0000	19.2373	0.0000	0.0000	0.0000	1.9814	19.2373	-1742.6580	24.2560	2.1388	0.0000	0.0000	1.1052	0.0000	0.0000	77.6587	19.2373	0.9127	0.0000	72.4006	0.0000	52.6701	0.0000	0.0000	8.9690	75.8209	18.8691	0.0000	24.2560	1.1052	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	0.0000	0.0000	0.0000	0.0000	0.0000	91.0468	7.1915	1.4460	0.0000	7.1915	0.0000	0.0000	0.0000	4.0848	7.1915	-1681.9867	10.2742	1.4460	0.0000	0.0000	1.2262	0.0000	0.0000	-17.9269	7.1915	-0.4396	0.0000	85.7686	0.0000	68.1290	0.0000	0.0000	101.0101	77.1770	-14.1979	0.0000	10.2742	1.2262	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.0000	0.0000	0.0000	0.0000	0.0000	99.1430	10.2532	1.0814	0.0000	10.2532	0.0000	0.0000	0.0000	7.1430	10.2532	-56365.0000	12.7404	1.0814	0.0000	0.0000	0.7260	0.0000	0.0000	5.6018	10.2532	4.0253	0.0000	67.1335	0.0000	43.5893	0.0000	0.0000	34.2622	55.6038	6.8525	0.0000	12.7404	0.7260	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0000	0.0000	0.0000	0.0000	0.0000	185.0335	4.4519	1.3778	0.0000	4.4519	0.0000	0.0000	0.0000	291.4564	4.4519	-7930.9727	6.2765	1.3778	0.0000	0.0000	0.9119	0.0000	0.0000	11.5778	4.4519	233.4315	0.0000	63.9689	0.0000	26.4890	0.0000	0.0000	0.0000	31.8535	2.7871	0.0000	6.2765	0.9119	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	0.0000	0.0000	0.0000	0.0000	0.0000	89.0934	3.6505	0.9818	0.0000	3.6505	0.0000	0.0000	0.0000	3.1704	3.6505	-336.9678	5.4458	0.9818	0.0000	0.0000	0.8976	0.0000	0.0000	70.0075	3.6505	10.4693	0.0000	91.4272	0.0000	48.8330	0.0000	0.0000	368.8524	53.3812	-10.8654	0.0000	5.4458	0.8976	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	0.0000	0.0000	0.0000	0.0000	0.0000	94.3114	22.0686	2.4290	0.0000	27.7565	0.0000	0.0000	0.0000	-1.1824	27.7565	-11.9619	27.9349	2.4290	0.0000	0.0000	1.9474	0.0000	0.0000	-39.8325	27.7565	5.0038	0.0000	80.1738	0.0000	45.6916	0.0000	0.0000	0.0000	71.6791	30.5779	0.0000	27.9349	1.9474	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	2.7318	0.0000	0.0000	0.0000	0.0000	75.1703	34.5362	3.2539	0.0000	34.5362	0.0000	0.0000	0.0000	7.2721	34.5362	0.0000	34.5362	3.4863	0.0000	0.0000	0.4383	0.0000	0.0000	0.0000	34.5362	8.0115	0.0313	13.4716	0.0000	207.2172	0.0000	0.2324	0.0000	241.3150	48.7406	0.0000	34.5362	0.4696	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	22.9204	0.0000	0.0000	0.0000	0.0000	74.8755	10.2463	-86.6691	0.0000	10.2463	0.0000	0.0000	0.0000	9.4556	10.2463	-79.8292	14.8577	5.0911	0.0000	0.0000	0.2095	0.0000	0.0000	-13.8633	10.2463	6.4545	0.3413	38.6858	0.0000	144.6165	0.0000	91.7602	0.0000	159.2648	13.6018	0.0000	14.8577	0.5508	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	0.0000	-0.2259	0.0000	0.0000	0.0000	85.4714	16.6168	2.0980	0.0000	16.6168	0.0000	0.0000	0.0000	11.8811	16.6168	-718.3017	23.1031	2.0980	0.0000	0.0000	1.8205	0.0000	0.0000	-38.3711	16.6168	16.8121	0.0000	64.1752	0.0000	84.3904	0.0000	0.0000	28.0662	105.6730	10.4998	0.0000	22.8771	1.8205	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	0.0000	0.0000	0.0000	0.0000	0.0000	100.9004	3.7460	2.8142	0.0000	4.6294	0.0000	0.0000	0.0000	4.5076	4.6294	-72.0900	4.7243	2.8142	0.0000	0.0000	0.6140	0.0000	0.0000	71.3428	4.6294	4.3271	0.0000	47.7684	0.0000	95.4396	0.0000	0.0000	0.0000	99.5498	4.6216	0.0000	4.7243	0.6140	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	0.0000	0.0000	0.0000	0.0000	0.0000	71.1676	5.1515	1.3196	0.0000	5.1515	0.0000	0.0000	0.0000	4.9597	4.9786	-18.8990	6.8607	1.3196	0.0000	0.0000	0.7510	0.0000	0.0000	74.7489	4.9786	-1.8361	0.0000	59.4732	0.0000	83.4384	0.0000	0.0000	249.6532	89.5481	0.5102	0.0000	6.8607	0.7510	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	0.0000	0.0000	0.0000	0.0000	0.0000	94.3326	33.9285	1.4561	0.0000	40.3542	0.0000	0.0000	0.0000	4.2222	40.3542	-30.0185	44.1368	1.4561	0.0000	0.0000	1.1418	0.0000	0.0000	50.1200	40.3542	2.7784	0.0000	78.4863	0.0000	70.7832	0.0000	0.0000	8.4057	113.7782	39.4443	0.0000	44.1368	1.1418	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	0.0000	0.0000	0.0000	0.0000	0.0000	100.8369	4.5483	0.0000	0.0000	4.5483	0.0000	0.0000	0.0000	4.4606	4.5483	0.0000	5.9105	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5483	4.3826	0.0000	0.1731	0.0000	1.2929	0.0000	0.0000	0.0000	7.2034	4.5356	0.0000	5.9105	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Pennsylvania	PANDT	0.0000	-0.0016	0.0000	0.0000	0.0000	87.8565	35.6120	2.8489	0.0000	35.6120	0.0000	0.0000	0.0000	18.6759	35.6120	-162.0159	47.3250	2.8489	0.0000	0.0000	0.5594	0.0000	0.0000	-0.8036	35.6120	7.8709	0.0000	40.9907	0.0000	134.9193	0.0000	0.0000	31.1459	181.6849	53.4938	0.0000	47.3234	0.5594	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in South Dakota	SDNDT	0.0000	0.0000	0.0000	0.0000	0.0000	99.2536	9.4078	1.5844	0.0000	9.4078	0.0000	0.0000	0.0000	7.6689	9.4078	0.0000	12.4709	1.5844	0.0000	0.0000	1.2698	0.0000	0.0000	11.4120	9.4078	7.7005	0.0000	80.1442	0.0000	4.7517	0.0000	0.0000	0.0000	15.9528	9.5537	0.0000	12.4709	1.2698	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Texas	TXNDT	0.0000	-0.4004	0.0000	0.0000	0.0000	99.8249	45.8834	2.8614	0.0000	45.8834	0.0000	0.0000	0.0000	12.0045	45.8834	-20.0490	58.5314	2.8614	0.0000	0.0000	1.8044	0.0000	0.0000	34.8652	45.8834	11.5374	0.0000	69.7829	0.0000	52.3680	0.0000	0.0000	76.6009	109.0950	18.9469	0.0000	58.1309	1.8044	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Virginia	VANDT	0.0000	0.0000	0.0000	0.0000	0.0000	95.7430	15.0491	1.4721	0.0000	15.0491	0.0000	0.0000	0.0000	7.5005	15.0491	-106.9817	19.0726	1.4721	0.0000	0.0000	1.3129	0.0000	0.0000	37.4363	15.0491	6.2737	0.0000	89.1989	0.0000	42.3409	0.0000	0.0000	61.4427	60.1006	7.6684	0.0000	19.0726	1.3129	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in West Virginia	WVNDT	0.0000	0.0000	0.0000	0.0000	0.0000	122.0161	22.0366	2.0188	0.0000	27.8945	0.0000	0.0000	0.0000	8.8534	27.8945	-2.9669	27.8945	2.0188	0.0000	0.0000	2.0563	0.0000	0.0000	-32.9949	27.8945	6.9798	0.0000	101.8551	0.0000	91.8194	0.0000	0.0000	0.0000	117.6575	23.8577	0.0000	27.8945	2.0563	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Wisconsin	WINDT	0.0000	0.0000	0.0000	0.0000	0.0000	90.3917	22.2646	1.6585	0.0000	22.2646	0.0000	0.0000	0.0000	27.5769	22.2646	-1415100.0000	29.7394	1.6853	0.0000	0.0000	0.7338	0.0000	0.0000	37.9038	22.2646	35.4520	0.0118	44.2474	0.0000	93.5268	0.0000	0.0267	47.8468	122.5324	13.2501	0.0000	29.7394	0.7457	0.0000	
3/31/2018 11:59:59 PM	Bankers banks	301	48.0140	0.0000	346.4706	0.5551	1.8516	11.3846	0.5023	2.5049	51.9001	0.5023	0.1647	0.0477	8.7220	2.9692	0.5063	-23.2697	0.7105	3.3067	39.5854	0.5073	2.3445	0.0806	1.8555	179.8150	0.4870	6.9717	0.7572	94.0394	0.0040	3.8736	51.5209	0.8018	51.3908	2.3202	0.6957	0.0000	0.7105	3.1017	3.7506	
3/31/2018 11:59:59 PM	Bankers banks	BKR	48.0140	0.0000	346.4706	0.5551	1.8516	11.3846	0.5023	2.5049	51.9001	0.5023	0.1647	0.0477	8.7220	2.9692	0.5063	-23.2697	0.7105	3.3067	39.5854	0.5073	2.3445	0.0806	1.8555	179.8150	0.4870	6.9717	0.7572	94.0394	0.0040	3.8736	51.5209	0.8018	51.3908	2.3202	0.6957	0.0000	0.7105	3.1017	3.7506	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets between $1 billion and $3 billion	202	79.6217	0.0000	32.5822	3.8354	14.4373	19.3904	5.6350	20.4541	82.4221	5.6350	12.5907	3.5815	9.3347	8.0224	5.6350	51.1341	7.6132	21.4957	1.1266	0.2538	21.4151	11.2952	14.4529	115.9673	5.0029	12.4379	1.0906	104.6983	0.0000	6.3528	1.5853	1.0416	0.0000	3.8461	29.8410	0.0000	7.6132	22.5057	7.8495	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets greater than $ 3 billion	201	80.8552	-0.0012	3.1134	1.8947	4.9437	12.8258	2.7856	12.0724	76.1598	2.7856	4.7021	1.4225	20.9272	15.0849	2.7856	57.4500	3.6377	13.7637	1.0420	0.4721	11.7987	4.1758	5.0802	33.0619	3.1717	19.1873	1.6494	97.5115	0.0000	6.5119	2.2118	1.6913	40.6107	2.5286	12.1316	-0.0024	3.6364	13.4481	8.8530	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets less than $1 billion	203	75.4845	0.0000	35.2853	2.0638	4.1952	18.4822	0.9427	12.1973	80.6065	0.9427	3.7896	1.6039	-2.2676	5.3973	0.9427	41.8606	1.3313	14.0474	1.0626	0.4598	11.3736	2.6437	4.1952	-29.5942	0.5629	-3.5312	1.7316	94.2659	0.0000	12.1563	1.3333	1.8500	0.0000	4.7578	4.9779	0.0000	1.3313	13.1053	5.1895	
3/31/2018 11:59:59 PM	Denovo banks opened in 2015 having assets less than $750 million	2015	64.9927	0.0000	1543.6024	0.0000	1.2179	17.0201	0.3338	3.2499	78.5699	0.3338	0.0000	0.0000	72.2833	-0.7012	0.3338	-7.3922	0.3338	4.1758	0.0000	0.0000	3.2533	0.2430	1.2179	35.5023	0.5769	58.1157	0.9268	100.1061	0.0000	2.7218	0.0000	0.9258	0.0000	0.0454	1.9680	0.0000	0.3338	4.1802	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2017 having assets less than $750 million	2017	56.2537	0.0000	0.0000	0.0394	1.1006	23.8935	-2.0557	3.0453	61.7786	-2.0557	0.6333	0.0000	1021.9354	-13.2287	-2.0557	-23.1643	-2.0785	3.5958	0.4067	0.0394	2.9286	0.9897	1.1006	0.4568	-1.5048	179.1201	0.5324	96.3232	0.0000	4.0981	0.3803	0.5505	0.0000	0.0807	-11.2611	0.0000	-2.0785	3.4610	5.1971	
3/31/2018 11:59:59 PM	Denovo banks opened in 2018 having assets less than $750 million	2018	6.2209	0.0000	0.0000	0.0000	1.4657	92.7969	-13.6119	2.0122	1.2143	-13.6119	0.0000	0.0000	0.0000	0.0000	-13.6119	-4396.4184	-13.5996	2.0459	0.0000	0.0000	1.8995	0.1070	1.4657	0.0000	-13.5049	0.0000	0.0319	94.2249	0.0000	15.3922	0.0000	0.0336	0.0000	0.0000	-14.8838	0.0000	-13.5996	1.9315	0.0000	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $1 billion and $3 billion	4	76.3342	0.0016	24.4694	0.6540	1.1324	10.1231	1.1874	3.6732	70.8655	1.2226	0.0488	0.0271	11.5678	11.5204	1.2233	9.5546	1.5286	4.2081	33.1348	0.5916	3.4561	0.0996	1.1413	26.7381	1.2910	9.3563	0.5038	94.3714	0.0006	2.7138	65.6861	0.5335	27.6142	0.8309	7.6314	-0.0027	1.5328	3.9620	6.8703	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $10 billion and $100 billion	2	78.2646	0.0007	35.9183	0.6677	0.8716	9.9003	1.2893	3.5433	68.9044	1.2893	0.1561	0.0923	13.8585	13.4581	1.2919	13.3411	1.6765	4.0665	20.6435	0.5431	3.2571	0.1431	0.8790	17.9791	1.3246	11.9244	0.4836	92.3073	0.0001	2.3539	67.2694	0.5251	33.2375	0.8788	6.7755	-0.0012	1.6767	3.7375	5.0608	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	8	69.7448	-0.0005	27.6960	0.6555	1.3317	11.3534	0.9779	3.7496	67.2270	1.0585	0.0136	0.0318	7.3251	6.7110	1.0592	0.9830	1.2607	4.3424	32.5359	0.5751	3.5595	0.0712	1.3358	12.4552	1.1393	5.1555	0.5548	95.3583	0.0006	2.7379	59.9463	0.5829	27.0648	0.4186	5.5973	-0.0080	1.2624	4.1235	7.5738	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	9	69.7121	0.0010	19.7155	0.9859	1.4711	11.8163	1.1758	3.7057	57.8473	1.3002	0.0485	0.1251	5.1718	4.6998	1.3002	-0.5094	1.5059	4.2164	39.5320	0.7533	3.5048	0.0688	1.4719	17.8228	1.3580	2.5541	0.4741	95.0745	0.0000	2.4095	69.7754	0.4997	37.0966	0.4710	6.2596	0.0000	1.5106	3.9905	6.3042	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and located in a metropolitan statistical area	6	69.5968	0.0000	24.6831	0.7594	1.2687	10.6274	0.8811	3.8896	67.9810	0.9546	0.0233	0.0463	7.5205	5.8444	0.9559	0.3029	1.1378	4.3830	50.9181	0.6679	3.6521	0.0690	1.2720	12.3648	1.0152	4.2693	0.4525	94.0949	0.0010	3.0728	74.2881	0.4818	27.4767	0.5942	5.4307	0.0011	1.1359	4.1140	9.4884	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	7	70.4052	-0.0002	18.6870	0.8252	1.3138	10.8290	1.0206	3.9165	65.5712	1.1261	0.0527	0.0916	5.6984	4.9316	1.1260	-0.2093	1.3070	4.4158	41.4948	0.6686	3.6702	0.0810	1.3152	17.7196	1.1769	3.1868	0.4555	94.0001	0.0000	2.8614	65.5637	0.4850	33.3855	0.5810	6.0413	0.0000	1.3075	4.1396	8.3911	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $3 billion and $10 billion	3	77.4471	0.0008	21.1628	0.6305	1.0096	10.2607	1.2507	3.5928	70.7377	1.2758	0.0824	0.0558	12.8328	12.3178	1.2768	13.7961	1.6230	4.1236	20.7995	0.5383	3.3637	0.1111	1.0251	10.9784	1.3270	9.4178	0.4971	93.8656	0.0009	2.5342	54.4955	0.5304	23.8378	0.9047	8.0664	-0.0028	1.6255	3.8681	5.5143	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $300 million and $1 billion	5	74.3669	0.0007	20.7805	0.6722	1.2682	10.4633	1.0895	3.7721	69.0224	1.1621	0.0420	0.0445	7.7805	7.0251	1.1624	5.7810	1.3971	4.3121	52.8447	0.5925	3.5645	0.0905	1.2768	19.8863	1.2262	5.2737	0.5012	94.7244	0.0004	2.8022	91.6249	0.5296	29.4276	0.6941	6.7902	-0.0015	1.4013	4.0746	7.7434	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	12	68.5317	0.0000	23.4692	0.8265	1.3899	11.7463	0.7939	3.7978	60.9381	0.8722	0.0337	0.1129	5.1091	5.0100	0.8730	-8.0887	1.0361	4.3042	28.6951	0.6424	3.5701	0.0577	1.3945	10.9169	0.9133	2.7268	0.4545	94.4393	0.0007	3.0298	42.5044	0.4827	25.2056	0.4680	3.7789	0.0000	1.0333	4.0464	7.2692	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	13	68.3819	-0.0001	24.4270	0.9405	1.4098	12.1830	0.9985	3.7370	56.6087	1.1099	0.0404	0.1493	3.3782	4.2421	1.1099	-6.5552	1.2839	4.2151	27.7873	0.7087	3.5167	0.0642	1.4105	18.7218	1.1489	1.9653	0.4386	94.3721	0.0000	2.5782	45.1717	0.4651	38.1700	0.4029	4.3330	0.0000	1.2805	3.9682	5.9020	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and located in a metropolitan statistical area	10	68.2564	-0.0001	33.2132	1.1695	1.3557	10.6946	0.6001	3.9164	61.6074	0.6662	0.1043	0.1269	4.6420	2.4093	0.6662	-7.9962	0.7668	4.3558	22.8622	0.9144	3.6480	0.0799	1.3609	27.9547	0.6230	2.3464	0.3947	93.4961	0.0000	3.4847	23.8905	0.4222	23.8148	0.6656	3.7856	0.0000	0.7661	4.0588	12.0656	
